"","hbr","area_name","sex","year","age_group","population_size"
"952","S08000010","Lothian","All",2016,"45-64 years",223792
"953","S08000010","Lothian","All",2016,"65-74 years",78228
"954","S08000010","Lothian","All",2016,"75plus years",63137
"955","S08000010","Lothian","All",2016,"All",880000
"956","S08000011","Orkney","All",2016,"0-44 years",10274
"957","S08000011","Orkney","All",2016,"45-64 years",6609
"958","S08000011","Orkney","All",2016,"65-74 years",2826
"959","S08000011","Orkney","All",2016,"75plus years",2141
"960","S08000011","Orkney","All",2016,"All",21850
"961","S08000012","Shetland","All",2016,"0-44 years",12220
"962","S08000012","Shetland","All",2016,"45-64 years",6577
"963","S08000012","Shetland","All",2016,"65-74 years",2572
"964","S08000012","Shetland","All",2016,"75plus years",1831
"965","S08000012","Shetland","All",2016,"All",23200
"966","S08000013","Tayside","All",2016,"0-44 years",215596
"967","S08000013","Tayside","All",2016,"45-64 years",113504
"968","S08000013","Tayside","All",2016,"65-74 years",46661
"969","S08000013","Tayside","All",2016,"75plus years",39709
"970","S08000013","Tayside","All",2016,"All",415470
"971","S08000014","Western Isles","All",2016,"0-44 years",12159
"972","S08000014","Western Isles","All",2016,"45-64 years",8102
"973","S08000014","Western Isles","All",2016,"65-74 years",3587
"974","S08000014","Western Isles","All",2016,"75plus years",3052
"975","S08000014","Western Isles","All",2016,"All",26900
"976","S92000003","Scotland","Males",2016,"0-44 years",1459153
"977","S92000003","Scotland","Males",2016,"45-64 years",723994
"978","S92000003","Scotland","Males",2016,"65-74 years",265336
"979","S92000003","Scotland","Males",2016,"75plus years",179020
"980","S92000003","Scotland","Males",2016,"All",2627503
"981","S08000001","Ayrshire and Arran","Males",2016,"0-44 years",89703
"982","S08000001","Ayrshire and Arran","Males",2016,"45-64 years",51805
"983","S08000001","Ayrshire and Arran","Males",2016,"65-74 years",21608
"984","S08000001","Ayrshire and Arran","Males",2016,"75plus years",14486
"985","S08000001","Ayrshire and Arran","Males",2016,"All",177602
"986","S08000002","Borders","Males",2016,"0-44 years",25695
"987","S08000002","Borders","Males",2016,"45-64 years",17269
"988","S08000002","Borders","Males",2016,"65-74 years",7538
"989","S08000002","Borders","Males",2016,"75plus years",5014
"990","S08000002","Borders","Males",2016,"All",55516
"991","S08000003","Dumfries and Galloway","Males",2016,"0-44 years",33612
"992","S08000003","Dumfries and Galloway","Males",2016,"45-64 years",21758
"993","S08000003","Dumfries and Galloway","Males",2016,"65-74 years",9996
"994","S08000003","Dumfries and Galloway","Males",2016,"75plus years",7167
"995","S08000003","Dumfries and Galloway","Males",2016,"All",72533
"996","S08000004","Fife","Males",2016,"0-44 years",95851
"997","S08000004","Fife","Males",2016,"45-64 years",50470
"998","S08000004","Fife","Males",2016,"65-74 years",20150
"999","S08000004","Fife","Males",2016,"75plus years",13081
"1000","S08000004","Fife","Males",2016,"All",179552
"1001","S08000005","Forth Valley","Males",2016,"0-44 years",80554
"1002","S08000005","Forth Valley","Males",2016,"45-64 years",42318
"1003","S08000005","Forth Valley","Males",2016,"65-74 years",15371
"1004","S08000005","Forth Valley","Males",2016,"75plus years",10031
"1005","S08000005","Forth Valley","Males",2016,"All",148274
"1006","S08000006","Grampian","Males",2016,"0-44 years",167337
"1007","S08000006","Grampian","Males",2016,"45-64 years",78311
"1008","S08000006","Grampian","Males",2016,"65-74 years",27948
"1009","S08000006","Grampian","Males",2016,"75plus years",18549
"1010","S08000006","Grampian","Males",2016,"All",292145
"1011","S08000007","Greater Glasgow and Clyde","Males",2016,"0-44 years",331147
"1012","S08000007","Greater Glasgow and Clyde","Males",2016,"45-64 years",148197
"1013","S08000007","Greater Glasgow and Clyde","Males",2016,"65-74 years",48214
"1014","S08000007","Greater Glasgow and Clyde","Males",2016,"75plus years",33386
"1015","S08000007","Greater Glasgow and Clyde","Males",2016,"All",560944
"1016","S08000008","Highland","Males",2016,"0-44 years",78802
"1017","S08000008","Highland","Males",2016,"45-64 years",46644
"1018","S08000008","Highland","Males",2016,"65-74 years",19953
"1019","S08000008","Highland","Males",2016,"75plus years",12766
"1020","S08000008","Highland","Males",2016,"All",158165
"1021","S08000009","Lanarkshire","Males",2016,"0-44 years",175161
"1022","S08000009","Lanarkshire","Males",2016,"45-64 years",91288
"1023","S08000009","Lanarkshire","Males",2016,"65-74 years",31007
"1024","S08000009","Lanarkshire","Males",2016,"75plus years",19781
"1025","S08000009","Lanarkshire","Males",2016,"All",317237
"1026","S08000010","Lothian","Males",2016,"0-44 years",255325
"1027","S08000010","Lothian","Males",2016,"45-64 years",109864
"1028","S08000010","Lothian","Males",2016,"65-74 years",36823
"1029","S08000010","Lothian","Males",2016,"75plus years",25428
"1030","S08000010","Lothian","Males",2016,"All",427440
"1031","S08000011","Orkney","Males",2016,"0-44 years",5191
"1032","S08000011","Orkney","Males",2016,"45-64 years",3345
"1033","S08000011","Orkney","Males",2016,"65-74 years",1381
"1034","S08000011","Orkney","Males",2016,"75plus years",963
"1035","S08000011","Orkney","Males",2016,"All",10880
"1036","S08000012","Shetland","Males",2016,"0-44 years",6344
"1037","S08000012","Shetland","Males",2016,"45-64 years",3340
"1038","S08000012","Shetland","Males",2016,"65-74 years",1312
"1039","S08000012","Shetland","Males",2016,"75plus years",787
"1040","S08000012","Shetland","Males",2016,"All",11783
"1041","S08000013","Tayside","Males",2016,"0-44 years",108271
"1042","S08000013","Tayside","Males",2016,"45-64 years",55283
"1043","S08000013","Tayside","Males",2016,"65-74 years",22244
"1044","S08000013","Tayside","Males",2016,"75plus years",16365
"1045","S08000013","Tayside","Males",2016,"All",202163
"1046","S08000014","Western Isles","Males",2016,"0-44 years",6160
"1047","S08000014","Western Isles","Males",2016,"45-64 years",4102
"1048","S08000014","Western Isles","Males",2016,"65-74 years",1791
"1049","S08000014","Western Isles","Males",2016,"75plus years",1216
"1050","S08000014","Western Isles","Males",2016,"All",13269
"1051","S92000003","Scotland","Females",2016,"0-44 years",1455380
"1052","S92000003","Scotland","Females",2016,"45-64 years",767321
"1053","S92000003","Scotland","Females",2016,"65-74 years",291207
"1054","S92000003","Scotland","Females",2016,"75plus years",263289
"1055","S92000003","Scotland","Females",2016,"All",2777197
"1056","S08000001","Ayrshire and Arran","Females",2016,"0-44 years",91502
"1057","S08000001","Ayrshire and Arran","Females",2016,"45-64 years",57149
"1058","S08000001","Ayrshire and Arran","Females",2016,"65-74 years",23860
"1059","S08000001","Ayrshire and Arran","Females",2016,"75plus years",20447
"1060","S08000001","Ayrshire and Arran","Females",2016,"All",192958
"1061","S08000002","Borders","Females",2016,"0-44 years",26301
"1062","S08000002","Borders","Females",2016,"45-64 years",18022
"1063","S08000002","Borders","Females",2016,"65-74 years",7913
"1064","S08000002","Borders","Females",2016,"75plus years",6778
"1065","S08000002","Borders","Females",2016,"All",59014
"1066","S08000003","Dumfries and Galloway","Females",2016,"0-44 years",33826
"1067","S08000003","Dumfries and Galloway","Females",2016,"45-64 years",23417
"1068","S08000003","Dumfries and Galloway","Females",2016,"65-74 years",10466
"1069","S08000003","Dumfries and Galloway","Females",2016,"75plus years",9278
"1070","S08000003","Dumfries and Galloway","Females",2016,"All",76987
"1071","S08000004","Fife","Females",2016,"0-44 years",97017
"1072","S08000004","Fife","Females",2016,"45-64 years",53334
"1073","S08000004","Fife","Females",2016,"65-74 years",21965
"1074","S08000004","Fife","Females",2016,"75plus years",18462
"1075","S08000004","Fife","Females",2016,"All",190778
"1076","S08000005","Forth Valley","Females",2016,"0-44 years",81095
"1077","S08000005","Forth Valley","Females",2016,"45-64 years",44048
"1078","S08000005","Forth Valley","Females",2016,"65-74 years",16839
"1079","S08000005","Forth Valley","Females",2016,"75plus years",14224
"1080","S08000005","Forth Valley","Females",2016,"All",156206
"1081","S08000006","Grampian","Females",2016,"0-44 years",160722
"1082","S08000006","Grampian","Females",2016,"45-64 years",79373
"1083","S08000006","Grampian","Females",2016,"65-74 years",29566
"1084","S08000006","Grampian","Females",2016,"75plus years",26294
"1085","S08000006","Grampian","Females",2016,"All",295955
"1086","S08000007","Greater Glasgow and Clyde","Females",2016,"0-44 years",329503
"1087","S08000007","Greater Glasgow and Clyde","Females",2016,"45-64 years",161950
"1088","S08000007","Greater Glasgow and Clyde","Females",2016,"65-74 years",54579
"1089","S08000007","Greater Glasgow and Clyde","Females",2016,"75plus years",54394
"1090","S08000007","Greater Glasgow and Clyde","Females",2016,"All",600426
"1091","S08000008","Highland","Females",2016,"0-44 years",75578
"1092","S08000008","Highland","Females",2016,"45-64 years",49244
"1093","S08000008","Highland","Females",2016,"65-74 years",20850
"1094","S08000008","Highland","Females",2016,"75plus years",18063
"1095","S08000008","Highland","Females",2016,"All",163735
"1096","S08000009","Lanarkshire","Females",2016,"0-44 years",176035
"1097","S08000009","Lanarkshire","Females",2016,"45-64 years",98134
"1098","S08000009","Lanarkshire","Females",2016,"65-74 years",34846
"1099","S08000009","Lanarkshire","Females",2016,"75plus years",30238
"1100","S08000009","Lanarkshire","Females",2016,"All",339253
"1101","S08000010","Lothian","Females",2016,"0-44 years",259518
"1102","S08000010","Lothian","Females",2016,"45-64 years",113928
"1103","S08000010","Lothian","Females",2016,"65-74 years",41405
"1104","S08000010","Lothian","Females",2016,"75plus years",37709
"1105","S08000010","Lothian","Females",2016,"All",452560
"1106","S08000011","Orkney","Females",2016,"0-44 years",5083
"1107","S08000011","Orkney","Females",2016,"45-64 years",3264
"1108","S08000011","Orkney","Females",2016,"65-74 years",1445
"1109","S08000011","Orkney","Females",2016,"75plus years",1178
"1110","S08000011","Orkney","Females",2016,"All",10970
"1111","S08000012","Shetland","Females",2016,"0-44 years",5876
"1112","S08000012","Shetland","Females",2016,"45-64 years",3237
"1113","S08000012","Shetland","Females",2016,"65-74 years",1260
"1114","S08000012","Shetland","Females",2016,"75plus years",1044
"1115","S08000012","Shetland","Females",2016,"All",11417
"1116","S08000013","Tayside","Females",2016,"0-44 years",107325
"1117","S08000013","Tayside","Females",2016,"45-64 years",58221
"1118","S08000013","Tayside","Females",2016,"65-74 years",24417
"1119","S08000013","Tayside","Females",2016,"75plus years",23344
"1120","S08000013","Tayside","Females",2016,"All",213307
"1121","S08000014","Western Isles","Females",2016,"0-44 years",5999
"1122","S08000014","Western Isles","Females",2016,"45-64 years",4000
"1123","S08000014","Western Isles","Females",2016,"65-74 years",1796
"1124","S08000014","Western Isles","Females",2016,"75plus years",1836
"1125","S08000014","Western Isles","Females",2016,"All",13631
"1126","S92000003","Scotland","All",2017,"0-44 years",2912217
"1127","S92000003","Scotland","All",2017,"45-64 years",1500016
"1128","S92000003","Scotland","All",2017,"65-74 years",564596
"1129","S92000003","Scotland","All",2017,"75plus years",447971
"1130","S92000003","Scotland","All",2017,"All",5424800
"1131","S08000001","Ayrshire and Arran","All",2017,"0-44 years",179423
"1132","S08000001","Ayrshire and Arran","All",2017,"45-64 years",109300
"1133","S08000001","Ayrshire and Arran","All",2017,"65-74 years",46182
"1134","S08000001","Ayrshire and Arran","All",2017,"75plus years",35505
"1135","S08000001","Ayrshire and Arran","All",2017,"All",370410
"1136","S08000002","Borders","All",2017,"0-44 years",51791
"1137","S08000002","Borders","All",2017,"45-64 years",35530
"1138","S08000002","Borders","All",2017,"65-74 years",15715
"1139","S08000002","Borders","All",2017,"75plus years",11984
"1140","S08000002","Borders","All",2017,"All",115020
"1141","S08000003","Dumfries and Galloway","All",2017,"0-44 years",66728
"1142","S08000003","Dumfries and Galloway","All",2017,"45-64 years",45063
"1143","S08000003","Dumfries and Galloway","All",2017,"65-74 years",20663
"1144","S08000003","Dumfries and Galloway","All",2017,"75plus years",16746
"1145","S08000003","Dumfries and Galloway","All",2017,"All",149200
"1146","S08000004","Fife","All",2017,"0-44 years",192395
"1147","S08000004","Fife","All",2017,"45-64 years",104423
"1148","S08000004","Fife","All",2017,"65-74 years",42503
"1149","S08000004","Fife","All",2017,"75plus years",32089
"1150","S08000004","Fife","All",2017,"All",371410
"1151","S08000005","Forth Valley","All",2017,"0-44 years",160956
"1152","S08000005","Forth Valley","All",2017,"45-64 years",87307
"1153","S08000005","Forth Valley","All",2017,"65-74 years",32610
"1154","S08000005","Forth Valley","All",2017,"75plus years",24707
"1155","S08000005","Forth Valley","All",2017,"All",305580
"1156","S08000006","Grampian","All",2017,"0-44 years",323947
"1157","S08000006","Grampian","All",2017,"45-64 years",158281
"1158","S08000006","Grampian","All",2017,"65-74 years",58566
"1159","S08000006","Grampian","All",2017,"75plus years",45586
"1160","S08000006","Grampian","All",2017,"All",586380
"1161","S08000007","Greater Glasgow and Clyde","All",2017,"0-44 years",665455
"1162","S08000007","Greater Glasgow and Clyde","All",2017,"45-64 years",311732
"1163","S08000007","Greater Glasgow and Clyde","All",2017,"65-74 years",104090
"1164","S08000007","Greater Glasgow and Clyde","All",2017,"75plus years",87833
"1165","S08000007","Greater Glasgow and Clyde","All",2017,"All",1169110
"1166","S08000008","Highland","All",2017,"0-44 years",153032
"1167","S08000008","Highland","All",2017,"45-64 years",96082
"1168","S08000008","Highland","All",2017,"65-74 years",41429
"1169","S08000008","Highland","All",2017,"75plus years",31447
"1170","S08000008","Highland","All",2017,"All",321990
"1171","S08000009","Lanarkshire","All",2017,"0-44 years",349713
"1172","S08000009","Lanarkshire","All",2017,"45-64 years",190906
"1173","S08000009","Lanarkshire","All",2017,"65-74 years",66841
"1174","S08000009","Lanarkshire","All",2017,"75plus years",50670
"1175","S08000009","Lanarkshire","All",2017,"All",658130
"1176","S08000010","Lothian","All",2017,"0-44 years",519326
"1177","S08000010","Lothian","All",2017,"45-64 years",226296
"1178","S08000010","Lothian","All",2017,"65-74 years",79838
"1179","S08000010","Lothian","All",2017,"75plus years",63990
"1180","S08000010","Lothian","All",2017,"All",889450
"1181","S08000011","Orkney","All",2017,"0-44 years",10292
"1182","S08000011","Orkney","All",2017,"45-64 years",6635
"1183","S08000011","Orkney","All",2017,"65-74 years",2829
"1184","S08000011","Orkney","All",2017,"75plus years",2244
"1185","S08000011","Orkney","All",2017,"All",22000
"1186","S08000012","Shetland","All",2017,"0-44 years",12030
"1187","S08000012","Shetland","All",2017,"45-64 years",6568
"1188","S08000012","Shetland","All",2017,"65-74 years",2597
"1189","S08000012","Shetland","All",2017,"75plus years",1885
"1190","S08000012","Shetland","All",2017,"All",23080
"1191","S08000013","Tayside","All",2017,"0-44 years",215048
"1192","S08000013","Tayside","All",2017,"45-64 years",113780
"1193","S08000013","Tayside","All",2017,"65-74 years",47067
"1194","S08000013","Tayside","All",2017,"75plus years",40195
"1195","S08000013","Tayside","All",2017,"All",416090
"1196","S08000014","Western Isles","All",2017,"0-44 years",12081
"1197","S08000014","Western Isles","All",2017,"45-64 years",8113
"1198","S08000014","Western Isles","All",2017,"65-74 years",3666
"1199","S08000014","Western Isles","All",2017,"75plus years",3090
"1200","S08000014","Western Isles","All",2017,"All",26950
"1201","S92000003","Scotland","Males",2017,"0-44 years",1460696
"1202","S92000003","Scotland","Males",2017,"45-64 years",727383
"1203","S92000003","Scotland","Males",2017,"65-74 years",269726
"1204","S92000003","Scotland","Males",2017,"75plus years",182495
"1205","S92000003","Scotland","Males",2017,"All",2640300
"1206","S08000001","Ayrshire and Arran","Males",2017,"0-44 years",88945
"1207","S08000001","Ayrshire and Arran","Males",2017,"45-64 years",51866
"1208","S08000001","Ayrshire and Arran","Males",2017,"65-74 years",22061
"1209","S08000001","Ayrshire and Arran","Males",2017,"75plus years",14738
"1210","S08000001","Ayrshire and Arran","Males",2017,"All",177610
"1211","S08000002","Borders","Males",2017,"0-44 years",25594
"1212","S08000002","Borders","Males",2017,"45-64 years",17380
"1213","S08000002","Borders","Males",2017,"65-74 years",7689
"1214","S08000002","Borders","Males",2017,"75plus years",5126
"1215","S08000002","Borders","Males",2017,"All",55789
"1216","S08000003","Dumfries and Galloway","Males",2017,"0-44 years",33303
"1217","S08000003","Dumfries and Galloway","Males",2017,"45-64 years",21719
"1218","S08000003","Dumfries and Galloway","Males",2017,"65-74 years",10098
"1219","S08000003","Dumfries and Galloway","Males",2017,"75plus years",7304
"1220","S08000003","Dumfries and Galloway","Males",2017,"All",72424
"1221","S08000004","Fife","Males",2017,"0-44 years",95843
"1222","S08000004","Fife","Males",2017,"45-64 years",50734
"1223","S08000004","Fife","Males",2017,"65-74 years",20276
"1224","S08000004","Fife","Males",2017,"75plus years",13459
"1225","S08000004","Fife","Males",2017,"All",180312
"1226","S08000005","Forth Valley","Males",2017,"0-44 years",80267
"1227","S08000005","Forth Valley","Males",2017,"45-64 years",42661
"1228","S08000005","Forth Valley","Males",2017,"65-74 years",15650
"1229","S08000005","Forth Valley","Males",2017,"75plus years",10258
"1230","S08000005","Forth Valley","Males",2017,"All",148836
"1231","S08000006","Grampian","Males",2017,"0-44 years",165649
"1232","S08000006","Grampian","Males",2017,"45-64 years",78464
"1233","S08000006","Grampian","Males",2017,"65-74 years",28544
"1234","S08000006","Grampian","Males",2017,"75plus years",19000
"1235","S08000006","Grampian","Males",2017,"All",291657
"1236","S08000007","Greater Glasgow and Clyde","Males",2017,"0-44 years",334682
"1237","S08000007","Greater Glasgow and Clyde","Males",2017,"45-64 years",148713
"1238","S08000007","Greater Glasgow and Clyde","Males",2017,"65-74 years",48969
"1239","S08000007","Greater Glasgow and Clyde","Males",2017,"75plus years",33663
"1240","S08000007","Greater Glasgow and Clyde","Males",2017,"All",566027
"1241","S08000008","Highland","Males",2017,"0-44 years",78284
"1242","S08000008","Highland","Males",2017,"45-64 years",46634
"1243","S08000008","Highland","Males",2017,"65-74 years",20200
"1244","S08000008","Highland","Males",2017,"75plus years",13188
"1245","S08000008","Highland","Males",2017,"All",158306
"1246","S08000009","Lanarkshire","Males",2017,"0-44 years",174660
"1247","S08000009","Lanarkshire","Males",2017,"45-64 years",91948
"1248","S08000009","Lanarkshire","Males",2017,"65-74 years",31478
"1249","S08000009","Lanarkshire","Males",2017,"75plus years",20188
"1250","S08000009","Lanarkshire","Males",2017,"All",318274
"1251","S08000010","Lothian","Males",2017,"0-44 years",257810
"1252","S08000010","Lothian","Males",2017,"45-64 years",111110
"1253","S08000010","Lothian","Males",2017,"65-74 years",37695
"1254","S08000010","Lothian","Males",2017,"75plus years",25897
"1255","S08000010","Lothian","Males",2017,"All",432512
"1256","S08000011","Orkney","Males",2017,"0-44 years",5192
"1257","S08000011","Orkney","Males",2017,"45-64 years",3354
"1258","S08000011","Orkney","Males",2017,"65-74 years",1388
"1259","S08000011","Orkney","Males",2017,"75plus years",1011
"1260","S08000011","Orkney","Males",2017,"All",10945
"1261","S08000012","Shetland","Males",2017,"0-44 years",6251
"1262","S08000012","Shetland","Males",2017,"45-64 years",3325
"1263","S08000012","Shetland","Males",2017,"65-74 years",1340
"1264","S08000012","Shetland","Males",2017,"75plus years",815
"1265","S08000012","Shetland","Males",2017,"All",11731
"1266","S08000013","Tayside","Males",2017,"0-44 years",108108
"1267","S08000013","Tayside","Males",2017,"45-64 years",55341
"1268","S08000013","Tayside","Males",2017,"65-74 years",22529
"1269","S08000013","Tayside","Males",2017,"75plus years",16589
"1270","S08000013","Tayside","Males",2017,"All",202567
"1271","S08000014","Western Isles","Males",2017,"0-44 years",6108
"1272","S08000014","Western Isles","Males",2017,"45-64 years",4134
"1273","S08000014","Western Isles","Males",2017,"65-74 years",1809
"1274","S08000014","Western Isles","Males",2017,"75plus years",1259
"1275","S08000014","Western Isles","Males",2017,"All",13310
"1276","S92000003","Scotland","Females",2017,"0-44 years",1451521
"1277","S92000003","Scotland","Females",2017,"45-64 years",772633
"1278","S92000003","Scotland","Females",2017,"65-74 years",294870
"1279","S92000003","Scotland","Females",2017,"75plus years",265476
"1280","S92000003","Scotland","Females",2017,"All",2784500
"1281","S08000001","Ayrshire and Arran","Females",2017,"0-44 years",90478
"1282","S08000001","Ayrshire and Arran","Females",2017,"45-64 years",57434
"1283","S08000001","Ayrshire and Arran","Females",2017,"65-74 years",24121
"1284","S08000001","Ayrshire and Arran","Females",2017,"75plus years",20767
"1285","S08000001","Ayrshire and Arran","Females",2017,"All",192800
"1286","S08000002","Borders","Females",2017,"0-44 years",26197
"1287","S08000002","Borders","Females",2017,"45-64 years",18150
"1288","S08000002","Borders","Females",2017,"65-74 years",8026
"1289","S08000002","Borders","Females",2017,"75plus years",6858
"1290","S08000002","Borders","Females",2017,"All",59231
"1291","S08000003","Dumfries and Galloway","Females",2017,"0-44 years",33425
"1292","S08000003","Dumfries and Galloway","Females",2017,"45-64 years",23344
"1293","S08000003","Dumfries and Galloway","Females",2017,"65-74 years",10565
"1294","S08000003","Dumfries and Galloway","Females",2017,"75plus years",9442
"1295","S08000003","Dumfries and Galloway","Females",2017,"All",76776
"1296","S08000004","Fife","Females",2017,"0-44 years",96552
"1297","S08000004","Fife","Females",2017,"45-64 years",53689
"1298","S08000004","Fife","Females",2017,"65-74 years",22227
"1299","S08000004","Fife","Females",2017,"75plus years",18630
"1300","S08000004","Fife","Females",2017,"All",191098
"1301","S08000005","Forth Valley","Females",2017,"0-44 years",80689
"1302","S08000005","Forth Valley","Females",2017,"45-64 years",44646
"1303","S08000005","Forth Valley","Females",2017,"65-74 years",16960
"1304","S08000005","Forth Valley","Females",2017,"75plus years",14449
"1305","S08000005","Forth Valley","Females",2017,"All",156744
"1306","S08000006","Grampian","Females",2017,"0-44 years",158298
"1307","S08000006","Grampian","Females",2017,"45-64 years",79817
"1308","S08000006","Grampian","Females",2017,"65-74 years",30022
"1309","S08000006","Grampian","Females",2017,"75plus years",26586
"1310","S08000006","Grampian","Females",2017,"All",294723
"1311","S08000007","Greater Glasgow and Clyde","Females",2017,"0-44 years",330773
"1312","S08000007","Greater Glasgow and Clyde","Females",2017,"45-64 years",163019
"1313","S08000007","Greater Glasgow and Clyde","Females",2017,"65-74 years",55121
"1314","S08000007","Greater Glasgow and Clyde","Females",2017,"75plus years",54170
"1315","S08000007","Greater Glasgow and Clyde","Females",2017,"All",603083
"1316","S08000008","Highland","Females",2017,"0-44 years",74748
"1317","S08000008","Highland","Females",2017,"45-64 years",49448
"1318","S08000008","Highland","Females",2017,"65-74 years",21229
"1319","S08000008","Highland","Females",2017,"75plus years",18259
"1320","S08000008","Highland","Females",2017,"All",163684
"1321","S08000009","Lanarkshire","Females",2017,"0-44 years",175053
"1322","S08000009","Lanarkshire","Females",2017,"45-64 years",98958
"1323","S08000009","Lanarkshire","Females",2017,"65-74 years",35363
"1324","S08000009","Lanarkshire","Females",2017,"75plus years",30482
"1325","S08000009","Lanarkshire","Females",2017,"All",339856
"1326","S08000010","Lothian","Females",2017,"0-44 years",261516
"1327","S08000010","Lothian","Females",2017,"45-64 years",115186
"1328","S08000010","Lothian","Females",2017,"65-74 years",42143
"1329","S08000010","Lothian","Females",2017,"75plus years",38093
"1330","S08000010","Lothian","Females",2017,"All",456938
"1331","S08000011","Orkney","Females",2017,"0-44 years",5100
"1332","S08000011","Orkney","Females",2017,"45-64 years",3281
"1333","S08000011","Orkney","Females",2017,"65-74 years",1441
"1334","S08000011","Orkney","Females",2017,"75plus years",1233
"1335","S08000011","Orkney","Females",2017,"All",11055
"1336","S08000012","Shetland","Females",2017,"0-44 years",5779
"1337","S08000012","Shetland","Females",2017,"45-64 years",3243
"1338","S08000012","Shetland","Females",2017,"65-74 years",1257
"1339","S08000012","Shetland","Females",2017,"75plus years",1070
"1340","S08000012","Shetland","Females",2017,"All",11349
"1341","S08000013","Tayside","Females",2017,"0-44 years",106940
"1342","S08000013","Tayside","Females",2017,"45-64 years",58439
"1343","S08000013","Tayside","Females",2017,"65-74 years",24538
"1344","S08000013","Tayside","Females",2017,"75plus years",23606
"1345","S08000013","Tayside","Females",2017,"All",213523
"1346","S08000014","Western Isles","Females",2017,"0-44 years",5973
"1347","S08000014","Western Isles","Females",2017,"45-64 years",3979
"1348","S08000014","Western Isles","Females",2017,"65-74 years",1857
"1349","S08000014","Western Isles","Females",2017,"75plus years",1831
"1350","S08000014","Western Isles","Females",2017,"All",13640
"1351","S92000003","Scotland","All",2018,"0-44 years",2910046
"1352","S92000003","Scotland","All",2018,"45-64 years",1501940
"1353","S92000003","Scotland","All",2018,"65-74 years",571378
"1354","S92000003","Scotland","All",2018,"75plus years",454736
"1355","S92000003","Scotland","All",2018,"All",5438100
"1356","S08000015","Ayrshire and Arran","All",2018,"0-44 years",177773
"1357","S08000015","Ayrshire and Arran","All",2018,"45-64 years",109084
"1358","S08000015","Ayrshire and Arran","All",2018,"65-74 years",46698
"1359","S08000015","Ayrshire and Arran","All",2018,"75plus years",36115
"1360","S08000015","Ayrshire and Arran","All",2018,"All",369670
"1361","S08000016","Borders","All",2018,"0-44 years",51609
"1362","S08000016","Borders","All",2018,"45-64 years",35558
"1363","S08000016","Borders","All",2018,"65-74 years",15863
"1364","S08000016","Borders","All",2018,"75plus years",12240
"1365","S08000016","Borders","All",2018,"All",115270
"1366","S08000017","Dumfries and Galloway","All",2018,"0-44 years",66151
"1367","S08000017","Dumfries and Galloway","All",2018,"45-64 years",44760
"1368","S08000017","Dumfries and Galloway","All",2018,"65-74 years",20841
"1369","S08000017","Dumfries and Galloway","All",2018,"75plus years",17038
"1370","S08000017","Dumfries and Galloway","All",2018,"All",148790
"1371","S08000029","Fife","All",2018,"0-44 years",191656
"1372","S08000029","Fife","All",2018,"45-64 years",104664
"1373","S08000029","Fife","All",2018,"65-74 years",42836
"1374","S08000029","Fife","All",2018,"75plus years",32754
"1375","S08000029","Fife","All",2018,"All",371910
"1376","S08000019","Forth Valley","All",2018,"0-44 years",160097
"1377","S08000019","Forth Valley","All",2018,"45-64 years",87738
"1378","S08000019","Forth Valley","All",2018,"65-74 years",32973
"1379","S08000019","Forth Valley","All",2018,"75plus years",25262
"1380","S08000019","Forth Valley","All",2018,"All",306070
"1381","S08000020","Grampian","All",2018,"0-44 years",320114
"1382","S08000020","Grampian","All",2018,"45-64 years",158682
"1383","S08000020","Grampian","All",2018,"65-74 years",59342
"1384","S08000020","Grampian","All",2018,"75plus years",46412
"1385","S08000020","Grampian","All",2018,"All",584550
"1386","S08000021","Greater Glasgow and Clyde","All",2018,"0-44 years",669882
"1387","S08000021","Greater Glasgow and Clyde","All",2018,"45-64 years",311772
"1388","S08000021","Greater Glasgow and Clyde","All",2018,"65-74 years",105173
"1389","S08000021","Greater Glasgow and Clyde","All",2018,"75plus years",88153
"1390","S08000021","Greater Glasgow and Clyde","All",2018,"All",1174980
"1391","S08000022","Highland","All",2018,"0-44 years",151870
"1392","S08000022","Highland","All",2018,"45-64 years",95974
"1393","S08000022","Highland","All",2018,"65-74 years",41716
"1394","S08000022","Highland","All",2018,"75plus years",32240
"1395","S08000022","Highland","All",2018,"All",321800
"1396","S08000023","Lanarkshire","All",2018,"0-44 years",348612
"1397","S08000023","Lanarkshire","All",2018,"45-64 years",191287
"1398","S08000023","Lanarkshire","All",2018,"65-74 years",67836
"1399","S08000023","Lanarkshire","All",2018,"75plus years",51465
"1400","S08000023","Lanarkshire","All",2018,"All",659200
"1401","S08000024","Lothian","All",2018,"0-44 years",523886
"1402","S08000024","Lothian","All",2018,"45-64 years",227815
"1403","S08000024","Lothian","All",2018,"65-74 years",81146
"1404","S08000024","Lothian","All",2018,"75plus years",64923
"1405","S08000024","Lothian","All",2018,"All",897770
"1406","S08000025","Orkney","All",2018,"0-44 years",10288
"1407","S08000025","Orkney","All",2018,"45-64 years",6668
"1408","S08000025","Orkney","All",2018,"65-74 years",2889
"1409","S08000025","Orkney","All",2018,"75plus years",2345
"1410","S08000025","Orkney","All",2018,"All",22190
"1411","S08000026","Shetland","All",2018,"0-44 years",11844
"1412","S08000026","Shetland","All",2018,"45-64 years",6591
"1413","S08000026","Shetland","All",2018,"65-74 years",2589
"1414","S08000026","Shetland","All",2018,"75plus years",1966
"1415","S08000026","Shetland","All",2018,"All",22990
